XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,Profile hour,,,,
962.93,7.2,nan,25,2023/09/14,10:04:33,7.199187,61.6805574,447.358,9,10,ASCENT,ASCENT,,
962.81,7.22,nan,25,2023/09/14,10:04:34,7.1991859,61.6805563,448.829,9,10,ASCENT,ASCENT,,
962.68,7.21,nan,25,2023/09/14,10:04:35,7.1991826,61.6805524,451.33,8,10,ASCENT,ASCENT,,
962.52,7.22,nan,25,2023/09/14,10:04:36,7.199188,61.6805534,454.203,8,10,ASCENT,ASCENT,,
962.42,7.2,nan,25,2023/09/14,10:04:37,7.1991971,61.6805616,455.032,9,10,ASCENT,ASCENT,,
962.27,7.2,nan,25,2023/09/14,10:04:38,7.1992014,61.6805712,455.664,9,10,ASCENT,ASCENT,,
962.14,7.19,nan,25,2023/09/14,10:04:39,7.1992035,61.6805767,455.776,9,10,ASCENT,ASCENT,,
962,7.2,nan,25,2023/09/14,10:04:40,7.199201,61.6805758,457.342,8,10,ASCENT,ASCENT,,
961.85,7.18,nan,25,2023/09/14,10:04:41,7.1991991,61.6805744,459.734,8,10,ASCENT,ASCENT,,
961.72,7.17,nan,25,2023/09/14,10:04:42,7.1991971,61.6805738,462.35,8,10,ASCENT,ASCENT,,
961.53,7.16,nan,25,2023/09/14,10:04:43,7.199197,61.680578,462.703,9,10,ASCENT,ASCENT,,
961.4,7.17,nan,25,2023/09/14,10:04:44,7.1991945,61.6805758,464.708,8,10,ASCENT,ASCENT,,
961.23,7.12,nan,25,2023/09/14,10:04:45,7.1991869,61.6805709,467.266,8,10,ASCENT,ASCENT,,
961.12,7.09,nan,25,2023/09/14,10:04:46,7.1991849,61.6805733,469.241,8,10,ASCENT,ASCENT,,
960.91,7.07,nan,25,2023/09/14,10:04:47,7.1991871,61.680583,469.105,10,10,ASCENT,ASCENT,,
960.85,7.06,nan,25,2023/09/14,10:04:48,7.1991876,61.6805837,471.56,8,10,ASCENT,ASCENT,,
960.63,7.05,nan,25,2023/09/14,10:04:49,7.1991878,61.6805899,471.549,9,10,ASCENT,ASCENT,,
960.47,7.05,nan,25,2023/09/14,10:04:50,7.1991861,61.6805895,473.271,8,10,ASCENT,ASCENT,,
960.34,7.04,nan,25,2023/09/14,10:04:51,7.1991872,61.6805871,475.695,8,10,ASCENT,ASCENT,,
960.18,7.03,nan,25,2023/09/14,10:04:52,7.1991893,61.6805864,478.127,8,10,ASCENT,ASCENT,,
960.03,7.01,nan,25,2023/09/14,10:04:53,7.1991934,61.6805863,480.132,8,10,ASCENT,ASCENT,,
959.88,7.02,nan,25,2023/09/14,10:04:54,7.1991967,61.6805902,481.895,8,10,ASCENT,ASCENT,,
959.75,6.98,nan,25,2023/09/14,10:04:55,7.1992007,61.680593,484.674,8,10,ASCENT,ASCENT,,
959.58,6.99,nan,25,2023/09/14,10:04:56,7.1991996,61.6805903,486.771,8,10,ASCENT,ASCENT,,
959.4,7,nan,25,2023/09/14,10:04:57,7.1991986,61.6805815,488.879,8,10,ASCENT,ASCENT,,
959.31,6.98,nan,25,2023/09/14,10:04:58,7.1991977,61.6805769,490.596,8,10,ASCENT,ASCENT,,
959.17,6.97,nan,25,2023/09/14,10:04:59,7.1991964,61.6805731,492.281,8,10,ASCENT,ASCENT,,
959.02,6.95,nan,25,2023/09/14,10:05:00,7.1991941,61.680568,493.456,8,10,ASCENT,ASCENT,,
958.89,6.96,nan,25,2023/09/14,10:05:01,7.1991942,61.6805669,494.688,8,10,ASCENT,ASCENT,,
958.78,6.96,nan,25,2023/09/14,10:05:02,7.1991939,61.6805655,496.443,8,10,ASCENT,ASCENT,,
958.59,6.95,nan,25,2023/09/14,10:05:03,7.1991974,61.6805697,497.041,9,10,ASCENT,ASCENT,,
958.48,6.97,nan,25,2023/09/14,10:05:04,7.1991966,61.6805652,499.175,8,10,ASCENT,ASCENT,,
958.34,6.93,nan,25,2023/09/14,10:05:05,7.199197,61.6805611,500.866,8,10,ASCENT,ASCENT,,
958.22,6.92,nan,25,2023/09/14,10:05:06,7.1991997,61.6805609,502.899,8,10,ASCENT,ASCENT,,
958.06,6.93,nan,25,2023/09/14,10:05:07,7.1991996,61.6805576,504.171,8,10,ASCENT,ASCENT,,
957.93,6.92,nan,25,2023/09/14,10:05:08,7.1991965,61.6805513,505.159,8,10,ASCENT,ASCENT,,
957.84,6.89,nan,25,2023/09/14,10:05:09,7.1991932,61.6805483,506.893,8,10,ASCENT,ASCENT,,
957.67,6.92,nan,25,2023/09/14,10:05:10,7.19919,61.6805452,508.692,8,10,ASCENT,ASCENT,,
957.56,6.95,nan,25,2023/09/14,10:05:11,7.1991892,61.6805504,507.505,9,10,ASCENT,ASCENT,,
957.4,6.96,nan,25,2023/09/14,10:05:12,7.1991891,61.680548,509.103,8,10,ASCENT,ASCENT,,
957.25,6.96,nan,25,2023/09/14,10:05:13,7.1991895,61.6805464,510.914,8,10,ASCENT,ASCENT,,
957.13,6.94,nan,25,2023/09/14,10:05:14,7.19919,61.6805466,512.577,8,10,ASCENT,ASCENT,,
956.93,6.99,nan,25,2023/09/14,10:05:15,7.1991914,61.6805461,515.079,8,10,ASCENT,ASCENT,,
956.69,7.13,nan,25,2023/09/14,10:05:16,7.1991941,61.6805456,518.012,8,10,ASCENT,ASCENT,,
956.41,7.18,nan,25,2023/09/14,10:05:17,7.1992018,61.6805519,518.189,9,10,ASCENT,ASCENT,,
956.16,7.1,nan,25,2023/09/14,10:05:18,7.1992081,61.6805614,516.964,9,10,,,,
956.04,7.11,nan,25,2023/09/14,10:05:19,7.1992068,61.6805585,518.664,8,10,ASCENT,ASCENT,,
955.82,7.12,nan,25,2023/09/14,10:05:20,7.199208,61.6805561,521.193,8,10,ASCENT,ASCENT,,
955.59,7.15,nan,25,2023/09/14,10:05:21,7.1992089,61.680555,523.673,8,10,ASCENT,ASCENT,,
955.35,7.17,nan,25,2023/09/14,10:05:22,7.1992104,61.6805532,526.019,8,10,ASCENT,ASCENT,,
955.17,7.17,nan,25,2023/09/14,10:05:23,7.199212,61.6805495,528.58,8,10,ASCENT,ASCENT,,
954.93,7.16,nan,25,2023/09/14,10:05:24,7.1992138,61.6805461,530.58,8,10,ASCENT,ASCENT,,
954.69,7.17,nan,25,2023/09/14,10:05:25,7.1992139,61.6805434,532.922,8,10,ASCENT,ASCENT,,
954.48,7.2,nan,25,2023/09/14,10:05:26,7.1992153,61.6805427,535.967,8,10,ASCENT,ASCENT,,
954.27,7.22,nan,25,2023/09/14,10:05:27,7.1992163,61.6805412,538.626,8,10,ASCENT,ASCENT,,
953.99,7.28,nan,25,2023/09/14,10:05:28,7.1992178,61.6805374,541.275,8,10,ASCENT,ASCENT,,
953.8,7.3,nan,25,2023/09/14,10:05:29,7.1992184,61.6805356,543.197,8,10,ASCENT,ASCENT,,
953.54,7.33,nan,25,2023/09/14,10:05:30,7.1992174,61.6805321,545.751,8,10,ASCENT,ASCENT,,
953.27,7.32,nan,25,2023/09/14,10:05:31,7.1992168,61.6805281,547.768,8,10,ASCENT,ASCENT,,
953.01,7.34,nan,25,2023/09/14,10:05:32,7.1992198,61.6805285,550.122,8,10,ASCENT,ASCENT,,
952.79,7.34,nan,25,2023/09/14,10:05:33,7.1992238,61.6805283,552.695,8,10,ASCENT,ASCENT,,
952.53,7.36,nan,25,2023/09/14,10:05:34,7.1992276,61.680525,555.691,8,10,ASCENT,ASCENT,,
952.26,7.37,nan,25,2023/09/14,10:05:35,7.1992313,61.6805222,558.469,8,10,ASCENT,ASCENT,,
952.03,7.37,nan,25,2023/09/14,10:05:36,7.1992295,61.6805192,560.709,8,10,ASCENT,ASCENT,,
951.79,7.35,nan,25,2023/09/14,10:05:37,7.1992251,61.6805135,563.049,8,10,ASCENT,ASCENT,,
951.53,7.35,nan,25,2023/09/14,10:05:38,7.1992234,61.6805081,565.63,8,10,ASCENT,ASCENT,,
951.29,7.36,nan,25,2023/09/14,10:05:39,7.199226,61.6805071,568.121,8,10,ASCENT,ASCENT,,
951.04,7.4,nan,25,2023/09/14,10:05:40,7.199232,61.6805211,566.883,9,10,ASCENT,ASCENT,,
950.75,7.42,nan,25,2023/09/14,10:05:41,7.1992285,61.6805178,569.227,8,10,ASCENT,ASCENT,,
950.48,7.4,nan,25,2023/09/14,10:05:42,7.1992336,61.6805324,566.693,9,10,,,,
950.28,7.37,nan,25,2023/09/14,10:05:43,7.199231,61.6805278,568.911,8,10,ASCENT,ASCENT,,
949.99,7.35,nan,25,2023/09/14,10:05:44,7.1992308,61.6805268,571.535,8,10,ASCENT,ASCENT,,
949.75,7.31,nan,25,2023/09/14,10:05:45,7.1992333,61.6805288,574.645,8,10,ASCENT,ASCENT,,
949.5,7.28,nan,25,2023/09/14,10:05:46,7.199234,61.6805287,577.441,8,10,ASCENT,ASCENT,,
949.3,7.3,nan,25,2023/09/14,10:05:47,7.1992317,61.680525,580.38,8,10,ASCENT,ASCENT,,
949.02,7.31,nan,25,2023/09/14,10:05:48,7.1992318,61.6805226,583.151,8,10,ASCENT,ASCENT,,
948.75,7.3,nan,25,2023/09/14,10:05:49,7.1992309,61.6805202,585.918,8,10,ASCENT,ASCENT,,
948.47,7.29,nan,25,2023/09/14,10:05:50,7.1992294,61.6805171,588.714,8,10,ASCENT,ASCENT,,
948.22,7.3,nan,25,2023/09/14,10:05:51,7.1992292,61.6805157,591.542,8,10,ASCENT,ASCENT,,
947.99,7.35,nan,25,2023/09/14,10:05:52,7.1992281,61.680514,594.335,8,10,ASCENT,ASCENT,,
947.78,7.38,nan,25,2023/09/14,10:05:53,7.1992254,61.6805121,596.973,8,10,ASCENT,ASCENT,,
947.59,7.42,nan,25,2023/09/14,10:05:54,7.1992237,61.6805101,599.417,8,10,ASCENT,ASCENT,,
947.34,7.51,nan,25,2023/09/14,10:05:55,7.1992235,61.6805071,601.911,8,10,ASCENT,ASCENT,,
947.04,7.57,nan,25,2023/09/14,10:05:56,7.1992242,61.6805048,604.921,8,10,ASCENT,ASCENT,,
946.82,7.63,nan,25,2023/09/14,10:05:57,7.1992278,61.680504,607.624,8,10,ASCENT,ASCENT,,
946.54,7.69,nan,25,2023/09/14,10:05:58,7.1992297,61.6805033,610.359,8,10,ASCENT,ASCENT,,
946.27,7.7,nan,25,2023/09/14,10:05:59,7.1992284,61.6805008,613.268,8,10,ASCENT,ASCENT,,
946.01,7.73,nan,25,2023/09/14,10:06:00,7.1992281,61.680498,615.612,8,10,ASCENT,ASCENT,,
945.78,7.73,nan,25,2023/09/14,10:06:01,7.1992312,61.680498,617.673,8,10,ASCENT,ASCENT,,
945.65,7.74,nan,25,2023/09/14,10:06:02,7.1992334,61.6804994,619.737,8,10,ASCENT,ASCENT,,
945.33,7.72,nan,25,2023/09/14,10:06:03,7.1992359,61.6805013,622.198,8,10,ASCENT,ASCENT,,
945.14,7.74,nan,25,2023/09/14,10:06:04,7.1992395,61.6805016,624.856,8,10,ASCENT,ASCENT,,
944.9,7.74,nan,25,2023/09/14,10:06:05,7.19924,61.6804996,627.322,8,10,ASCENT,ASCENT,,
944.71,7.74,nan,25,2023/09/14,10:06:06,7.1992387,61.6804982,629.751,8,10,ASCENT,ASCENT,,
944.48,7.74,nan,25,2023/09/14,10:06:07,7.1992385,61.6804979,632.073,9,10,ASCENT,ASCENT,,
944.25,7.72,nan,25,2023/09/14,10:06:08,7.1992529,61.6805196,629.651,10,10,,,,
944.07,7.72,nan,25,2023/09/14,10:06:09,7.1992565,61.6805199,631.749,9,10,ASCENT,ASCENT,,
943.82,7.74,nan,25,2023/09/14,10:06:10,7.1992573,61.6805179,633.591,9,10,ASCENT,ASCENT,,
943.59,7.73,nan,25,2023/09/14,10:06:11,7.1992596,61.6805162,636.224,9,10,ASCENT,ASCENT,,
943.39,7.72,nan,25,2023/09/14,10:06:12,7.19926,61.6805132,638.915,9,10,ASCENT,ASCENT,,
943.16,7.7,nan,25,2023/09/14,10:06:13,7.1992618,61.6805113,641.318,9,10,ASCENT,ASCENT,,
942.9,7.68,nan,25,2023/09/14,10:06:14,7.1992631,61.6805113,641.318,9,10,ASCENT,ASCENT,,
942.9,7.68,nan,25,2023/09/14,10:06:14,7.1992631,61.6805113,643.574,9,10,ASCENT,ASCENT,,
942.67,7.69,nan,25,2023/09/14,10:06:15,7.1992624,61.6805104,646.128,9,10,ASCENT,ASCENT,,
942.42,7.68,nan,25,2023/09/14,10:06:16,7.199262,61.6805087,648.904,9,10,ASCENT,ASCENT,,
942.16,7.65,nan,25,2023/09/14,10:06:17,7.1992641,61.6805074,651.58,9,10,ASCENT,ASCENT,,
941.91,7.66,nan,25,2023/09/14,10:06:18,7.1992656,61.6805074,653.838,9,10,ASCENT,ASCENT,,
941.69,7.67,nan,25,2023/09/14,10:06:19,7.1992599,61.6805045,656.471,10,10,ASCENT,ASCENT,,
941.44,7.66,nan,25,2023/09/14,10:06:20,7.1992555,61.6805009,659.384,10,10,ASCENT,ASCENT,,
941.18,7.64,nan,25,2023/09/14,10:06:21,7.1992522,61.6804987,662.225,10,10,ASCENT,ASCENT,,
940.92,7.68,nan,25,2023/09/14,10:06:22,7.1992495,61.6804967,664.705,10,10,ASCENT,ASCENT,,
940.71,7.67,nan,25,2023/09/14,10:06:23,7.1992469,61.6804945,667.505,10,10,ASCENT,ASCENT,,
940.43,7.69,nan,25,2023/09/14,10:06:24,7.1992426,61.680492,669.782,10,10,ASCENT,ASCENT,,
940.15,7.68,nan,25,2023/09/14,10:06:25,7.1992399,61.6804901,672.183,10,10,ASCENT,ASCENT,,
939.88,7.69,nan,25,2023/09/14,10:06:26,7.1992376,61.6804878,674.506,10,10,ASCENT,ASCENT,,
939.65,7.72,nan,25,2023/09/14,10:06:27,7.1992378,61.680488,676.671,10,10,ASCENT,ASCENT,,
939.41,7.74,nan,25,2023/09/14,10:06:28,7.1992376,61.6804878,678.929,10,10,ASCENT,ASCENT,,
939.17,7.72,nan,25,2023/09/14,10:06:29,7.1992375,61.6804859,681.276,10,10,ASCENT,ASCENT,,
938.92,7.71,nan,25,2023/09/14,10:06:30,7.199237,61.6804831,683.779,10,10,ASCENT,ASCENT,,
938.62,7.72,nan,25,2023/09/14,10:06:31,7.1992371,61.6804806,686.56,10,10,ASCENT,ASCENT,,
938.35,7.71,nan,25,2023/09/14,10:06:32,7.1992359,61.680478,689.099,10,10,ASCENT,ASCENT,,
938.09,7.74,nan,25,2023/09/14,10:06:33,7.1992358,61.6804753,691.602,10,10,ASCENT,ASCENT,,
937.89,7.74,nan,25,2023/09/14,10:06:34,7.1992356,61.6804727,693.617,10,10,ASCENT,ASCENT,,
937.65,7.76,nan,25,2023/09/14,10:06:35,7.1992327,61.6804713,695.288,10,10,ASCENT,ASCENT,,
937.42,7.75,nan,25,2023/09/14,10:06:36,7.1992292,61.68047,697.648,10,10,ASCENT,ASCENT,,
937.16,7.75,nan,25,2023/09/14,10:06:37,7.1992278,61.6804689,699.61,10,10,ASCENT,ASCENT,,
936.98,7.74,nan,25,2023/09/14,10:06:38,7.1992258,61.6804669,701.509,10,10,ASCENT,ASCENT,,
936.72,7.73,nan,25,2023/09/14,10:06:39,7.1992245,61.6804644,703.469,10,10,ASCENT,ASCENT,,
936.49,7.76,nan,25,2023/09/14,10:06:40,7.1992236,61.680463,705.702,10,10,ASCENT,ASCENT,,
936.21,7.73,nan,25,2023/09/14,10:06:41,7.1992249,61.6804642,708.385,10,10,ASCENT,ASCENT,,
935.96,7.7,nan,25,2023/09/14,10:06:42,7.1992251,61.6804656,710.828,10,10,ASCENT,ASCENT,,
935.71,7.67,nan,25,2023/09/14,10:06:43,7.1992235,61.6804649,713.076,10,10,ASCENT,ASCENT,,
935.45,7.64,nan,25,2023/09/14,10:06:44,7.199223,61.6804652,715.44,10,10,ASCENT,ASCENT,,
935.22,7.65,nan,25,2023/09/14,10:06:45,7.1992221,61.6804673,717.88,10,10,ASCENT,ASCENT,,
934.95,7.64,nan,25,2023/09/14,10:06:46,7.1992211,61.6804678,720.82,10,10,ASCENT,ASCENT,,
934.71,7.63,nan,25,2023/09/14,10:06:47,7.19922,61.680467,722.829,10,10,ASCENT,ASCENT,,
934.47,7.63,nan,25,2023/09/14,10:06:48,7.1992194,61.6804674,724.989,10,10,ASCENT,ASCENT,,
934.23,7.63,nan,25,2023/09/14,10:06:49,7.1992198,61.6804683,727.135,10,10,ASCENT,ASCENT,,
934.02,7.62,nan,25,2023/09/14,10:06:50,7.199219,61.6804672,728.933,10,10,ASCENT,ASCENT,,
933.75,7.62,nan,25,2023/09/14,10:06:51,7.1992174,61.6804655,731.175,10,10,ASCENT,ASCENT,,
933.5,7.63,nan,25,2023/09/14,10:06:52,7.1992161,61.6804635,733.466,10,10,ASCENT,ASCENT,,
933.22,7.63,nan,25,2023/09/14,10:06:53,7.1992165,61.6804615,735.81,10,10,ASCENT,ASCENT,,
933.02,7.66,nan,25,2023/09/14,10:06:54,7.1992167,61.6804611,737.832,10,10,ASCENT,ASCENT,,
932.72,7.67,nan,25,2023/09/14,10:06:55,7.1992155,61.6804602,739.801,10,10,ASCENT,ASCENT,,
932.5,7.67,nan,25,2023/09/14,10:06:56,7.1992148,61.6804592,742.149,10,10,ASCENT,ASCENT,,
932.29,7.67,nan,25,2023/09/14,10:06:57,7.199215,61.6804568,744.559,10,10,ASCENT,ASCENT,,
932,7.67,nan,25,2023/09/14,10:06:58,7.1992153,61.6804555,746.668,10,10,ASCENT,ASCENT,,
931.76,7.65,nan,25,2023/09/14,10:06:59,7.1992163,61.6804542,748.894,10,10,ASCENT,ASCENT,,
931.52,7.62,nan,25,2023/09/14,10:07:00,7.1992181,61.6804541,751.32,10,10,ASCENT,ASCENT,,
931.25,7.63,nan,25,2023/09/14,10:07:01,7.1992193,61.6804544,753.401,10,10,ASCENT,ASCENT,,
931.02,7.61,nan,25,2023/09/14,10:07:02,7.1992197,61.6804555,755.654,10,10,ASCENT,ASCENT,,
930.75,7.6,nan,25,2023/09/14,10:07:03,7.1992196,61.6804567,758.184,10,10,ASCENT,ASCENT,,
930.49,7.57,nan,25,2023/09/14,10:07:04,7.1992193,61.6804563,760.563,10,10,ASCENT,ASCENT,,
930.26,7.54,nan,25,2023/09/14,10:07:05,7.1992188,61.6804548,762.681,10,10,ASCENT,ASCENT,,
930.01,7.5,nan,25,2023/09/14,10:07:06,7.1992194,61.6804541,765.073,10,10,ASCENT,ASCENT,,
929.73,7.47,nan,25,2023/09/14,10:07:07,7.1992192,61.6804533,767.309,11,10,ASCENT,ASCENT,,
929.53,7.47,nan,25,2023/09/14,10:07:08,7.1992184,61.6804519,769.652,11,10,ASCENT,ASCENT,,
929.23,7.48,nan,25,2023/09/14,10:07:09,7.1992181,61.6804511,771.894,11,10,ASCENT,ASCENT,,
929.01,7.46,nan,25,2023/09/14,10:07:10,7.1992184,61.6804505,773.616,11,10,ASCENT,ASCENT,,
928.77,7.45,nan,25,2023/09/14,10:07:11,7.1992181,61.6804496,775.476,11,10,ASCENT,ASCENT,,
928.54,7.41,nan,25,2023/09/14,10:07:12,7.1992183,61.6804495,777.581,11,10,ASCENT,ASCENT,,
928.34,7.39,nan,25,2023/09/14,10:07:13,7.1992188,61.6804488,779.517,11,10,ASCENT,ASCENT,,
928.13,7.39,nan,25,2023/09/14,10:07:14,7.1992197,61.6804473,781.478,11,10,ASCENT,ASCENT,,
927.92,7.4,nan,25,2023/09/14,10:07:15,7.1992191,61.6804461,783.216,11,10,ASCENT,ASCENT,,
927.69,7.38,nan,25,2023/09/14,10:07:16,7.1992175,61.6804444,785.081,11,10,ASCENT,ASCENT,,
927.48,7.37,nan,25,2023/09/14,10:07:17,7.1992178,61.6804426,786.538,11,10,ASCENT,ASCENT,,
927.26,7.34,nan,25,2023/09/14,10:07:18,7.1992179,61.6804417,788.28,11,10,ASCENT,ASCENT,,
927.03,7.31,nan,25,2023/09/14,10:07:19,7.1992176,61.6804415,790.143,11,10,ASCENT,ASCENT,,
926.78,7.3,nan,25,2023/09/14,10:07:20,7.1992172,61.6804408,792.01,11,10,ASCENT,ASCENT,,
926.52,7.3,nan,25,2023/09/14,10:07:21,7.1992172,61.6804403,793.919,11,10,ASCENT,ASCENT,,
926.3,7.3,nan,25,2023/09/14,10:07:22,7.1992172,61.6804398,796.082,11,10,ASCENT,ASCENT,,
926.07,7.28,nan,25,2023/09/14,10:07:23,7.1992163,61.6804397,797.896,11,10,ASCENT,ASCENT,,
925.86,7.29,nan,25,2023/09/14,10:07:24,7.1992165,61.6804397,799.496,12,10,ASCENT,ASCENT,,
925.61,7.3,nan,25,2023/09/14,10:07:25,7.1992176,61.6804386,801.511,12,10,ASCENT,ASCENT,,
925.36,7.31,nan,25,2023/09/14,10:07:26,7.1992203,61.6804378,803.616,12,10,ASCENT,ASCENT,,
925.14,7.32,nan,25,2023/09/14,10:07:27,7.1992217,61.6804382,805.321,12,10,ASCENT,ASCENT,,
924.94,7.3,nan,25,2023/09/14,10:07:28,7.1992225,61.6804386,807.365,12,10,ASCENT,ASCENT,,
924.68,7.29,nan,25,2023/09/14,10:07:29,7.1992234,61.6804393,809.289,12,10,ASCENT,ASCENT,,
924.44,7.29,nan,25,2023/09/14,10:07:30,7.1992221,61.6804402,811.132,12,10,ASCENT,ASCENT,,
924.19,7.26,nan,25,2023/09/14,10:07:31,7.1992222,61.6804401,813.177,12,10,ASCENT,ASCENT,,
923.97,7.23,nan,25,2023/09/14,10:07:32,7.1992238,61.6804404,815.149,12,10,ASCENT,ASCENT,,
923.78,7.2,nan,25,2023/09/14,10:07:33,7.1992243,61.6804407,817.036,12,10,ASCENT,ASCENT,,
923.51,7.15,nan,25,2023/09/14,10:07:34,7.1992244,61.6804392,818.711,12,10,ASCENT,ASCENT,,
923.25,7.13,nan,25,2023/09/14,10:07:35,7.199226,61.6804374,820.745,12,10,ASCENT,ASCENT,,
923,7.12,nan,25,2023/09/14,10:07:36,7.1992273,61.6804363,823.587,12,10,ASCENT,ASCENT,,
922.74,7.11,nan,25,2023/09/14,10:07:37,7.1992276,61.6804358,826.169,12,10,ASCENT,ASCENT,,
922.49,7.08,nan,25,2023/09/14,10:07:38,7.1992279,61.6804353,828.374,12,10,ASCENT,ASCENT,,
922.26,7.04,nan,25,2023/09/14,10:07:39,7.1992279,61.6804346,830.206,13,10,ASCENT,ASCENT,,
922.02,7.01,nan,25,2023/09/14,10:07:40,7.1992274,61.6804333,832.361,13,10,ASCENT,ASCENT,,
921.83,6.99,nan,25,2023/09/14,10:07:41,7.199227,61.680432,834.478,13,10,ASCENT,ASCENT,,
921.58,6.95,nan,25,2023/09/14,10:07:42,7.1992271,61.6804325,836.352,13,10,ASCENT,ASCENT,,
921.32,6.92,nan,25,2023/09/14,10:07:43,7.1992258,61.6804333,838.183,13,10,ASCENT,ASCENT,,
921.09,6.95,nan,25,2023/09/14,10:07:44,7.1992239,61.6804335,840.069,13,10,ASCENT,ASCENT,,
920.87,6.95,nan,25,2023/09/14,10:07:45,7.1992238,61.6804338,841.879,13,10,ASCENT,ASCENT,,
920.63,6.93,nan,25,2023/09/14,10:07:46,7.1992249,61.6804338,843.976,13,10,ASCENT,ASCENT,,
920.41,6.93,nan,25,2023/09/14,10:07:47,7.1992246,61.6804333,845.86,13,10,ASCENT,ASCENT,,
920.2,6.92,nan,25,2023/09/14,10:07:48,7.199223,61.6804327,847.604,13,10,ASCENT,ASCENT,,
919.94,6.89,nan,25,2023/09/14,10:07:49,7.199222,61.680432,849.676,13,10,ASCENT,ASCENT,,
919.73,6.88,nan,25,2023/09/14,10:07:50,7.199223,61.6804317,851.872,13,10,ASCENT,ASCENT,,
919.49,6.87,nan,25,2023/09/14,10:07:51,7.1992238,61.6804312,853.683,13,10,ASCENT,ASCENT,,
919.28,6.85,nan,25,2023/09/14,10:07:52,7.1992258,61.6804306,855.857,13,10,ASCENT,ASCENT,,
919.03,6.83,nan,25,2023/09/14,10:07:53,7.1992265,61.6804304,858.376,13,10,ASCENT,ASCENT,,
918.78,6.8,nan,25,2023/09/14,10:07:54,7.1992257,61.6804303,860.611,13,10,ASCENT,ASCENT,,
918.53,6.79,nan,25,2023/09/14,10:07:55,7.1992247,61.6804297,862.492,13,10,ASCENT,ASCENT,,
918.3,6.76,nan,25,2023/09/14,10:07:56,7.1992242,61.6804297,864.708,13,10,ASCENT,ASCENT,,
918.02,6.68,nan,25,2023/09/14,10:07:57,7.1992237,61.6804304,866.411,13,10,ASCENT,ASCENT,,
917.77,6.6,nan,25,2023/09/14,10:07:58,7.1992233,61.6804304,868.444,13,10,ASCENT,ASCENT,,
917.53,6.56,nan,25,2023/09/14,10:07:59,7.1992217,61.6804306,870.397,13,10,ASCENT,ASCENT,,
917.29,6.5,nan,25,2023/09/14,10:08:00,7.1992206,61.680431,872.471,13,10,ASCENT,ASCENT,,
917.05,6.49,nan,25,2023/09/14,10:08:01,7.1992201,61.6804316,874.454,14,10,ASCENT,ASCENT,,
916.86,6.47,nan,25,2023/09/14,10:08:02,7.1992205,61.6804318,876.806,14,10,ASCENT,ASCENT,,
916.56,6.45,nan,25,2023/09/14,10:08:03,7.1992209,61.6804317,878.97,14,10,ASCENT,ASCENT,,
916.37,6.46,nan,25,2023/09/14,10:08:04,7.1992211,61.6804318,881.69,14,10,ASCENT,ASCENT,,
916.12,6.44,nan,25,2023/09/14,10:08:05,7.1992213,61.6804313,883.572,14,10,ASCENT,ASCENT,,
915.83,6.4,nan,25,2023/09/14,10:08:06,7.1992214,61.6804306,886.059,14,10,ASCENT,ASCENT,,
915.61,6.33,nan,25,2023/09/14,10:08:07,7.1992207,61.6804307,888.125,14,10,ASCENT,ASCENT,,
915.39,6.28,nan,25,2023/09/14,10:08:08,7.1992214,61.6804311,890.246,14,10,ASCENT,ASCENT,,
915.13,6.24,nan,25,2023/09/14,10:08:09,7.1992231,61.6804312,892.211,15,10,ASCENT,ASCENT,,
914.9,6.2,nan,25,2023/09/14,10:08:10,7.1992242,61.680431,894.085,15,10,ASCENT,ASCENT,,
914.7,6.19,nan,25,2023/09/14,10:08:11,7.1992247,61.6804311,895.835,15,10,ASCENT,ASCENT,,
914.55,6.16,nan,25,2023/09/14,10:08:12,7.1992247,61.6804304,897.468,15,10,ASCENT,ASCENT,,
914.38,6.14,nan,25,2023/09/14,10:08:13,7.1992242,61.6804301,898.973,15,10,ASCENT,ASCENT,,
914.23,6.15,nan,25,2023/09/14,10:08:14,7.1992235,61.6804302,900.278,15,10,ASCENT,ASCENT,,
914.05,6.19,nan,25,2023/09/14,10:08:15,7.199222,61.680431,901.243,15,10,ASCENT,ASCENT,,
914.05,6.14,nan,25,2023/09/14,10:08:16,7.1992193,61.6804309,901.611,15,10,ASCENT,ASCENT,,
914.01,6.06,nan,25,2023/09/14,10:08:17,7.1992168,61.6804302,901.485,15,10,ASCENT,ASCENT,,
,,,,,,,,,,,,,,
956.58,8.21,nan,25,2023/09/14,10:18:20,7.1986013,61.6824893,505.355,7,10-US,#REF!,ASCENT,#VALUE!,
956.39,8.23,nan,25,2023/09/14,10:18:21,7.1985259,61.6825014,517.108,7,10-US,ASCENT,ASCENT,,
956.23,8.28,nan,25,2023/09/14,10:18:22,7.1985001,61.6825028,522.65,7,10-US,ASCENT,ASCENT,,
955.99,8.3,nan,25,2023/09/14,10:18:23,7.198484,61.6825038,526.58,7,10-US,ASCENT,ASCENT,,
955.78,8.34,nan,25,2023/09/14,10:18:24,7.1984784,61.6825013,529.287,7,10-US,ASCENT,ASCENT,,
